k_time,flow_id,source_sensor,path_to_car,rate_mbps
19,1344,"(15, 29)","[(15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (6, 29), (5, 29), (4, 29), (4, 28), (4, 27), (4, 26)] -> Car-2",5
19,1347,"(15, 30)","[(15, 30), (14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (7, 30), (6, 30), (5, 30), (4, 30), (4, 29), (4, 28), (4, 27), (4, 26)] -> Car-2",5
19,1350,"(16, 1)","[(16, 1), (15, 1), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5)] -> Car-0",3.4028324630459696
19,1368,"(16, 7)","[(16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (4, 7), (4, 6)] -> Car-0",5
19,1371,"(16, 8)","[(16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6)] -> Car-0",4.149291884238542
19,1377,"(16, 10)","[(16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",2.9584120764602613
19,1398,"(16, 17)","[(16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (4, 17), (4, 16)] -> Car-1",5
19,1401,"(16, 18)","[(16, 18), (15, 18), (14, 18), (13, 18), (12, 18), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (5, 18), (4, 18), (4, 17), (4, 16)] -> Car-1",5
19,1428,"(16, 27)","[(16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (6, 26)] -> Car-2",1.5730222012949397
20,1269,"(15, 4)","[(15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (6, 5)] -> Car-0",3.4028324630459714
20,1287,"(15, 10)","[(15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",2.107703960698805
20,1290,"(15, 11)","[(15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
20,1299,"(15, 14)","[(15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (6, 15)] -> Car-1",5
20,1320,"(15, 21)","[(15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",5
20,1329,"(15, 24)","[(15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (6, 25)] -> Car-2",5
20,1347,"(15, 30)","[(15, 30), (14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (7, 30), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26)] -> Car-2",1.5730222012949397
20,1350,"(16, 1)","[(16, 1), (15, 1), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",5
20,1353,"(16, 2)","[(16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (5, 3), (5, 4), (5, 5)] -> Car-0",5
20,1356,"(16, 3)","[(16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (7, 3), (6, 3), (5, 3), (5, 4), (5, 5)] -> Car-0",5
20,1359,"(16, 4)","[(16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5)] -> Car-0",5
20,1368,"(16, 7)","[(16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (6, 6)] -> Car-0",5
20,1371,"(16, 8)","[(16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 7), (5, 6), (5, 5)] -> Car-0",5
20,1374,"(16, 9)","[(16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5)] -> Car-0",5
20,1377,"(16, 10)","[(16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6)] -> Car-0",5
20,1380,"(16, 11)","[(16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15)] -> Car-1",5
20,1383,"(16, 12)","[(16, 12), (15, 12), (14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (5, 13), (5, 14), (5, 15)] -> Car-1",5
20,1386,"(16, 13)","[(16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (4, 13), (4, 14), (4, 15)] -> Car-1",5
20,1389,"(16, 14)","[(16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (4, 15)] -> Car-1",5
20,1398,"(16, 17)","[(16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (6, 16), (6, 15)] -> Car-1",5
20,1401,"(16, 18)","[(16, 18), (15, 18), (14, 18), (13, 18), (12, 18), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (6, 17), (6, 16), (6, 15)] -> Car-1",5
20,1404,"(16, 19)","[(16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (5, 18), (5, 17), (5, 16)] -> Car-1",5
20,1407,"(16, 20)","[(16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (5, 19), (5, 18), (5, 17), (5, 16)] -> Car-1",5
20,1410,"(16, 21)","[(16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25)] -> Car-2",5
20,1413,"(16, 22)","[(16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (5, 22), (5, 23), (5, 24), (5, 25)] -> Car-2",5
20,1416,"(16, 23)","[(16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (5, 23), (4, 23), (4, 24), (4, 25), (4, 26)] -> Car-2",5
20,1419,"(16, 24)","[(16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (4, 25), (4, 26)] -> Car-2",5
20,1428,"(16, 27)","[(16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (6, 26)] -> Car-2",5
20,1431,"(16, 28)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (5, 27), (5, 26)] -> Car-2",5
20,1434,"(16, 29)","[(16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (6, 29), (5, 29), (5, 28), (5, 27), (5, 26)] -> Car-2",5
20,1437,"(16, 30)","[(16, 30), (15, 30), (14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (7, 30), (6, 30), (5, 30), (4, 30), (4, 29), (4, 28), (4, 27), (4, 26)] -> Car-2",5
20,1440,"(17, 1)","[(17, 1), (16, 1), (15, 1), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5)] -> Car-0",5
20,1443,"(17, 2)","[(17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",1.5971675369540286
20,1458,"(17, 7)","[(17, 7), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (4, 7), (4, 6)] -> Car-0",5
20,1461,"(17, 8)","[(17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6)] -> Car-0",2.892296039301195
20,1488,"(17, 17)","[(17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (4, 17), (4, 16)] -> Car-1",5
20,1491,"(17, 18)","[(17, 18), (16, 18), (15, 18), (14, 18), (13, 18), (12, 18), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (5, 18), (4, 18), (4, 17), (4, 16)] -> Car-1",5
20,1518,"(17, 27)","[(17, 27), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (4, 27), (4, 26)] -> Car-2",5
20,1521,"(17, 28)","[(17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (6, 27), (6, 26)] -> Car-2",3.4269777987050603
21,1350,"(16, 1)","[(16, 1), (15, 1), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",1.5971675369540304
21,1353,"(16, 2)","[(16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",5
21,1356,"(16, 3)","[(16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (7, 3), (6, 3), (5, 3), (4, 3), (4, 4), (4, 5)] -> Car-0",5
21,1359,"(16, 4)","[(16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5)] -> Car-0",5
21,1371,"(16, 8)","[(16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6)] -> Car-0",0.8507081157614582
21,1374,"(16, 9)","[(16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",5
21,1377,"(16, 10)","[(16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",2.0415879235397387
21,1380,"(16, 11)","[(16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
21,1383,"(16, 12)","[(16, 12), (15, 12), (14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
21,1386,"(16, 13)","[(16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (5, 14), (5, 15)] -> Car-1",5
21,1389,"(16, 14)","[(16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (5, 15)] -> Car-1",5
21,1404,"(16, 19)","[(16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",5
21,1407,"(16, 20)","[(16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",5
21,1410,"(16, 21)","[(16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25)] -> Car-2",5
21,1413,"(16, 22)","[(16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (5, 22), (5, 23), (5, 24), (5, 25)] -> Car-2",5
21,1416,"(16, 23)","[(16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (6, 24), (6, 25), (6, 26)] -> Car-2",5
21,1419,"(16, 24)","[(16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (6, 25), (6, 26)] -> Car-2",5
21,1428,"(16, 27)","[(16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (6, 26)] -> Car-2",3.4269777987050603
21,1431,"(16, 28)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (6, 27), (6, 26)] -> Car-2",5
21,1434,"(16, 29)","[(16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (6, 29), (5, 29), (5, 28), (5, 27), (5, 26)] -> Car-2",5
21,1437,"(16, 30)","[(16, 30), (15, 30), (14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (7, 30), (6, 30), (5, 30), (5, 29), (5, 28), (5, 27), (5, 26)] -> Car-2",5
21,1440,"(17, 1)","[(17, 1), (16, 1), (15, 1), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6)] -> Car-0",5
21,1443,"(17, 2)","[(17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6)] -> Car-0",5
21,1446,"(17, 3)","[(17, 3), (16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (7, 3), (6, 3), (6, 4), (6, 5)] -> Car-0",3.4028324630459696
21,1458,"(17, 7)","[(17, 7), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (5, 6)] -> Car-0",5
21,1461,"(17, 8)","[(17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 7), (5, 6)] -> Car-0",5
21,1464,"(17, 9)","[(17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (4, 8), (4, 7), (4, 6)] -> Car-0",5
21,1467,"(17, 10)","[(17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6)] -> Car-0",5
21,1470,"(17, 11)","[(17, 11), (16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",2.107703960698803
21,1473,"(17, 12)","[(17, 12), (16, 12), (15, 12), (14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (4, 12), (4, 13), (4, 14), (4, 15)] -> Car-1",5
21,1476,"(17, 13)","[(17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (4, 13), (4, 14), (4, 15)] -> Car-1",5
21,1488,"(17, 17)","[(17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (5, 16), (5, 15)] -> Car-1",5
21,1491,"(17, 18)","[(17, 18), (16, 18), (15, 18), (14, 18), (13, 18), (12, 18), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (5, 18), (5, 17), (5, 16), (5, 15)] -> Car-1",5
21,1494,"(17, 19)","[(17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (5, 19), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15)] -> Car-1",5
21,1497,"(17, 20)","[(17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16)] -> Car-1",0.5569296981396092
21,1503,"(17, 22)","[(17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (5, 22), (4, 22), (4, 23), (4, 24), (4, 25)] -> Car-2",4.363531575468658
21,1506,"(17, 23)","[(17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (5, 23), (4, 23), (4, 24), (4, 25), (4, 26)] -> Car-2",5
21,1509,"(17, 24)","[(17, 24), (16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (4, 25)] -> Car-2",0.6364684245313423
21,1518,"(17, 27)","[(17, 27), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (4, 27), (4, 26)] -> Car-2",5
21,1521,"(17, 28)","[(17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (4, 28), (4, 27), (4, 26)] -> Car-2",5
21,1524,"(17, 29)","[(17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (6, 29), (6, 28), (6, 27), (6, 26)] -> Car-2",1.5730222012949397
21,1578,"(18, 17)","[(18, 17), (17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (4, 17), (4, 16), (4, 15)] -> Car-1",4.4430703018603905
22,1443,"(17, 2)","[(17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",3.4028324630459714
22,1446,"(17, 3)","[(17, 3), (16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (7, 3), (6, 3), (6, 4), (6, 5)] -> Car-0",5
22,1449,"(17, 4)","[(17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5)] -> Car-0",5
22,1461,"(17, 8)","[(17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (6, 5)] -> Car-0",2.107703960698805
22,1464,"(17, 9)","[(17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (6, 8), (6, 7), (6, 6), (6, 5)] -> Car-0",5
22,1467,"(17, 10)","[(17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (5, 9), (5, 8), (5, 7), (5, 6)] -> Car-0",5
22,1470,"(17, 11)","[(17, 11), (16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
22,1473,"(17, 12)","[(17, 12), (16, 12), (15, 12), (14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
22,1476,"(17, 13)","[(17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (5, 14), (5, 15)] -> Car-1",5
22,1479,"(17, 14)","[(17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (5, 15)] -> Car-1",5
22,1494,"(17, 19)","[(17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",5
22,1497,"(17, 20)","[(17, 20), (16, 20), (15, 20), (14, 20), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",5
22,1500,"(17, 21)","[(17, 21), (16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",5
22,1503,"(17, 22)","[(17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",5
22,1506,"(17, 23)","[(17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (7, 23), (6, 23), (5, 23), (5, 24), (5, 25)] -> Car-2",5
22,1509,"(17, 24)","[(17, 24), (16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (5, 25)] -> Car-2",5
22,1521,"(17, 28)","[(17, 28), (16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (6, 27), (6, 26)] -> Car-2",1.5730222012949397
22,1524,"(17, 29)","[(17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (6, 29), (6, 28), (6, 27), (6, 26)] -> Car-2",5
22,1527,"(17, 30)","[(17, 30), (16, 30), (15, 30), (14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (7, 30), (6, 30), (5, 30), (5, 29), (5, 28), (5, 27), (5, 26)] -> Car-2",5
22,1530,"(18, 1)","[(18, 1), (17, 1), (16, 1), (15, 1), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5)] -> Car-0",5
22,1533,"(18, 2)","[(18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6)] -> Car-0",5
22,1536,"(18, 3)","[(18, 3), (17, 3), (16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (7, 3), (6, 3), (5, 3), (5, 4), (5, 5), (5, 6)] -> Car-0",5
22,1539,"(18, 4)","[(18, 4), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (6, 5)] -> Car-0",1.5971675369540286
22,1548,"(18, 7)","[(18, 7), (17, 7), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (5, 6)] -> Car-0",5
22,1551,"(18, 8)","[(18, 8), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6)] -> Car-0",5
22,1554,"(18, 9)","[(18, 9), (17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (4, 8), (4, 7), (4, 6)] -> Car-0",5
22,1557,"(18, 10)","[(18, 10), (17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6), (6, 5)] -> Car-0",2.892296039301195
22,1563,"(18, 12)","[(18, 12), (17, 12), (16, 12), (15, 12), (14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (4, 12), (4, 13), (4, 14), (4, 15)] -> Car-1",5
22,1566,"(18, 13)","[(18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (4, 13), (4, 14), (4, 15)] -> Car-1",5
22,1578,"(18, 17)","[(18, 17), (17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (5, 16), (5, 15)] -> Car-1",5
