k_time,flow_id,source_sensor,path_to_car,rate_mbps
32,295,"(4, 9)","[(4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5)] -> Car-0",2.46647798147357
32,298,"(4, 10)","[(4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6)] -> Car-0",0.13408807410572
32,313,"(4, 15)","[(4, 15), (5, 15), (6, 15)] -> Car-1",5
32,316,"(4, 16)","[(4, 16), (5, 16), (6, 16)] -> Car-1",5
32,343,"(4, 25)","[(4, 25), (5, 25), (6, 25)] -> Car-2",5
32,346,"(4, 26)","[(4, 26), (5, 26), (6, 26)] -> Car-2",5
32,523,"(6, 25)","[(6, 25)] -> Car-2",1.0630776104189228
32,643,"(8, 5)","[(8, 5), (7, 5)] -> Car-0",5
32,646,"(8, 6)","[(8, 6), (7, 6)] -> Car-0",5
32,673,"(8, 15)","[(8, 15)] -> Car-1",5
32,676,"(8, 16)","[(8, 16)] -> Car-1",5
32,703,"(8, 25)","[(8, 25)] -> Car-2",5
32,706,"(8, 26)","[(8, 26)] -> Car-2",5
32,733,"(9, 5)","[(9, 5), (8, 5), (7, 5)] -> Car-0",5
32,736,"(9, 6)","[(9, 6), (8, 6), (7, 6)] -> Car-0",5
32,763,"(9, 15)","[(9, 15), (8, 15)] -> Car-1",5
32,766,"(9, 16)","[(9, 16), (8, 16)] -> Car-1",5
32,793,"(9, 25)","[(9, 25), (8, 25)] -> Car-2",5
32,796,"(9, 26)","[(9, 26), (8, 26)] -> Car-2",3.9369223895810777
33,97,"(2, 3)","[(2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (6, 4), (6, 5)] -> Car-0",5
33,100,"(2, 4)","[(2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (6, 5)] -> Car-0",5
33,115,"(2, 9)","[(2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",5
33,118,"(2, 10)","[(2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",5
33,121,"(2, 11)","[(2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
33,130,"(2, 14)","[(2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (6, 15)] -> Car-1",4.534785760676979
33,145,"(2, 19)","[(2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",4.317488475778184
33,148,"(2, 20)","[(2, 20), (3, 20), (4, 20), (5, 20), (6, 20), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",4.317488475778184
33,151,"(2, 21)","[(2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",4.317488475778184
33,160,"(2, 24)","[(2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (6, 25)] -> Car-2",5
33,175,"(2, 29)","[(2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (6, 28), (6, 27), (6, 26)] -> Car-2",5
33,178,"(2, 30)","[(2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26)] -> Car-2",5
33,181,"(3, 1)","[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5)] -> Car-0",5
33,184,"(3, 2)","[(3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (7, 3), (7, 4), (7, 5)] -> Car-0",5
33,187,"(3, 3)","[(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (8, 4), (8, 5)] -> Car-0",5
33,190,"(3, 4)","[(3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (8, 5)] -> Car-0",5
33,193,"(3, 5)","[(3, 5), (4, 5), (5, 5), (6, 5)] -> Car-0",5
33,196,"(3, 6)","[(3, 6), (4, 6), (5, 6), (6, 6)] -> Car-0",5
33,199,"(3, 7)","[(3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (7, 6), (7, 5)] -> Car-0",5
33,202,"(3, 8)","[(3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (7, 7), (7, 6), (7, 5)] -> Car-0",5
33,205,"(3, 9)","[(3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5)] -> Car-0",5
33,208,"(3, 10)","[(3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6)] -> Car-0",4.614442388822199
33,211,"(3, 11)","[(3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15)] -> Car-1",5
33,214,"(3, 12)","[(3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (7, 13), (7, 14), (7, 15)] -> Car-1",5
33,217,"(3, 13)","[(3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (8, 14), (8, 15)] -> Car-1",5
33,220,"(3, 14)","[(3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (8, 15)] -> Car-1",5
33,223,"(3, 15)","[(3, 15), (4, 15), (5, 15), (6, 15)] -> Car-1",5
33,226,"(3, 16)","[(3, 16), (4, 16), (5, 16), (6, 16)] -> Car-1",5
33,229,"(3, 17)","[(3, 17), (4, 17), (5, 17), (6, 17), (7, 17), (7, 16)] -> Car-1",5
33,232,"(3, 18)","[(3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (7, 17), (7, 16)] -> Car-1",5
33,235,"(3, 19)","[(3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (8, 18), (8, 17), (8, 16)] -> Car-1",4.317488475778184
33,238,"(3, 20)","[(3, 20), (4, 20), (5, 20), (6, 20), (7, 20), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16)] -> Car-1",4.317488475778184
33,241,"(3, 21)","[(3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25)] -> Car-2",4.317488475778184
33,244,"(3, 22)","[(3, 22), (4, 22), (5, 22), (6, 22), (7, 22), (7, 23), (7, 24), (7, 25)] -> Car-2",5
33,247,"(3, 23)","[(3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (8, 24), (8, 25), (8, 26)] -> Car-2",5
33,250,"(3, 24)","[(3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (8, 25), (8, 26)] -> Car-2",5
33,253,"(3, 25)","[(3, 25), (4, 25), (5, 25), (6, 25)] -> Car-2",5
33,256,"(3, 26)","[(3, 26), (4, 26), (5, 26), (6, 26)] -> Car-2",5
33,259,"(3, 27)","[(3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (7, 26)] -> Car-2",5
33,262,"(3, 28)","[(3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (7, 27), (7, 26)] -> Car-2",5
33,265,"(3, 29)","[(3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (8, 28), (8, 27), (8, 26)] -> Car-2",5
33,268,"(3, 30)","[(3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (8, 29), (8, 28), (8, 27), (8, 26)] -> Car-2",5
33,283,"(4, 5)","[(4, 5), (5, 5), (6, 5)] -> Car-0",5
33,286,"(4, 6)","[(4, 6), (5, 6), (6, 6)] -> Car-0",5
33,289,"(4, 7)","[(4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (8, 6)] -> Car-0",0.3855576111778012
33,298,"(4, 10)","[(4, 10), (5, 10), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",0.3855576111778012
33,304,"(4, 12)","[(4, 12), (5, 12), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",0.07965662814522023
33,313,"(4, 15)","[(4, 15), (5, 15), (6, 15)] -> Car-1",5
33,316,"(4, 16)","[(4, 16), (5, 16), (6, 16)] -> Car-1",5
33,319,"(4, 17)","[(4, 17), (5, 17), (6, 17), (6, 16)] -> Car-1",1.365023048443632
33,322,"(4, 18)","[(4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (8, 17), (8, 16)] -> Car-1",1.365023048443632
33,328,"(4, 20)","[(4, 20), (5, 20), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",0.682511524221816
33,331,"(4, 21)","[(4, 21), (5, 21), (6, 21), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25)] -> Car-2",0.682511524221816
33,343,"(4, 25)","[(4, 25), (5, 25), (6, 25)] -> Car-2",5
33,346,"(4, 26)","[(4, 26), (5, 26), (6, 26)] -> Car-2",5
33,643,"(8, 5)","[(8, 5)] -> Car-0",5
33,646,"(8, 6)","[(8, 6), (8, 5)] -> Car-0",5
33,673,"(8, 15)","[(8, 15)] -> Car-1",5
33,676,"(8, 16)","[(8, 16)] -> Car-1",5
33,703,"(8, 25)","[(8, 25), (7, 25)] -> Car-2",3.9369223895810777
33,706,"(8, 26)","[(8, 26)] -> Car-2",5
33,733,"(9, 5)","[(9, 5), (8, 5)] -> Car-0",5
33,736,"(9, 6)","[(9, 6), (8, 6), (7, 6), (6, 6)] -> Car-0",5
33,763,"(9, 15)","[(9, 15), (8, 15)] -> Car-1",5
33,766,"(9, 16)","[(9, 16), (8, 16)] -> Car-1",4.999999999999979
33,793,"(9, 25)","[(9, 25), (8, 25), (7, 25)] -> Car-2",5
33,796,"(9, 26)","[(9, 26), (8, 26)] -> Car-2",5
33,883,"(10, 25)","[(10, 25), (9, 25), (8, 25)] -> Car-2",1.0630776104189081
34,187,"(3, 3)","[(3, 3), (4, 3), (5, 3), (6, 3), (6, 4), (6, 5)] -> Car-0",2.5335220185264298
34,190,"(3, 4)","[(3, 4), (4, 4), (5, 4), (6, 4), (6, 5)] -> Car-0",2.5335220185264298
34,205,"(3, 9)","[(3, 9), (4, 9), (5, 9), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",2.5335220185264298
34,208,"(3, 10)","[(3, 10), (4, 10), (5, 10), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",0.8507718505008217
34,220,"(3, 14)","[(3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 15)] -> Car-1",5
34,250,"(3, 24)","[(3, 24), (4, 24), (5, 24), (6, 24), (6, 25)] -> Car-2",5
34,271,"(4, 1)","[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5)] -> Car-0",5
34,274,"(4, 2)","[(4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (8, 3), (8, 4), (8, 5)] -> Car-0",5
34,277,"(4, 3)","[(4, 3), (5, 3), (6, 3), (6, 4), (6, 5)] -> Car-0",4.9329559629471404
34,280,"(4, 4)","[(4, 4), (5, 4), (6, 4), (7, 4), (7, 5), (7, 6)] -> Car-0",4.842434625389004
34,289,"(4, 7)","[(4, 7), (5, 7), (6, 7), (6, 6)] -> Car-0",5
34,292,"(4, 8)","[(4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (8, 7), (8, 6)] -> Car-0",5
34,295,"(4, 9)","[(4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (8, 8), (8, 7), (8, 6)] -> Car-0",5
34,298,"(4, 10)","[(4, 10), (5, 10), (6, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6)] -> Car-0",4.842434625389004
34,301,"(4, 11)","[(4, 11), (5, 11), (6, 11), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15)] -> Car-1",5
34,304,"(4, 12)","[(4, 12), (5, 12), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16)] -> Car-1",5
34,307,"(4, 13)","[(4, 13), (5, 13), (6, 13), (6, 14), (6, 15), (6, 16)] -> Car-1",5
34,310,"(4, 14)","[(4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (8, 15)] -> Car-1",5
34,319,"(4, 17)","[(4, 17), (5, 17), (6, 17), (6, 16)] -> Car-1",5
34,322,"(4, 18)","[(4, 18), (5, 18), (6, 18), (6, 17), (6, 16)] -> Car-1",5
34,325,"(4, 19)","[(4, 19), (5, 19), (6, 19), (7, 19), (7, 18), (7, 17), (7, 16)] -> Car-1",5
34,328,"(4, 20)","[(4, 20), (5, 20), (6, 20), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16)] -> Car-1",5
34,331,"(4, 21)","[(4, 21), (5, 21), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",5
34,334,"(4, 22)","[(4, 22), (5, 22), (6, 22), (7, 22), (7, 23), (7, 24), (7, 25)] -> Car-2",5
34,337,"(4, 23)","[(4, 23), (5, 23), (6, 23), (7, 23), (7, 24), (7, 25)] -> Car-2",5
34,340,"(4, 24)","[(4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (8, 25)] -> Car-2",5
34,349,"(4, 27)","[(4, 27), (5, 27), (6, 27), (6, 26)] -> Car-2",5
34,352,"(4, 28)","[(4, 28), (5, 28), (6, 28), (6, 27), (6, 26)] -> Car-2",5
34,355,"(4, 29)","[(4, 29), (5, 29), (6, 29), (7, 29), (7, 28), (7, 27), (7, 26)] -> Car-2",5
34,358,"(4, 30)","[(4, 30), (5, 30), (6, 30), (7, 30), (7, 29), (7, 28), (7, 27), (7, 26)] -> Car-2",5
34,361,"(5, 1)","[(5, 1), (6, 1), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6)] -> Car-0",4.842434625389004
34,364,"(5, 2)","[(5, 2), (6, 2), (7, 2), (7, 3), (7, 4), (7, 5)] -> Car-0",0.3151307492219928
34,373,"(5, 5)","[(5, 5), (6, 5)] -> Car-0",5
34,376,"(5, 6)","[(5, 6), (6, 6)] -> Car-0",5
34,379,"(5, 7)","[(5, 7), (6, 7), (7, 7), (7, 6)] -> Car-0",4.842434625389004
34,382,"(5, 8)","[(5, 8), (6, 8), (6, 7), (6, 6)] -> Car-0",1.6157061309727485
34,385,"(5, 9)","[(5, 9), (6, 9), (7, 9), (7, 8), (7, 7), (7, 6)] -> Car-0",0.3151307492219928
34,394,"(5, 12)","[(5, 12), (6, 12), (7, 12), (8, 12), (8, 13), (8, 14), (8, 15)] -> Car-1",5
34,403,"(5, 15)","[(5, 15), (6, 15), (7, 15)] -> Car-1",5
34,406,"(5, 16)","[(5, 16), (6, 16)] -> Car-1",5
34,409,"(5, 17)","[(5, 17), (6, 17), (7, 17), (8, 17), (8, 16)] -> Car-1",5
34,412,"(5, 18)","[(5, 18), (6, 18), (7, 18), (8, 18), (8, 17), (8, 16)] -> Car-1",5
34,424,"(5, 22)","[(5, 22), (6, 22), (7, 22), (8, 22), (8, 23), (8, 24), (8, 25)] -> Car-2",5
34,433,"(5, 25)","[(5, 25), (6, 25)] -> Car-2",5
34,436,"(5, 26)","[(5, 26), (6, 26)] -> Car-2",5
34,439,"(5, 27)","[(5, 27), (6, 27), (7, 27), (8, 27), (8, 26)] -> Car-2",5
34,442,"(5, 28)","[(5, 28), (6, 28), (7, 28), (8, 28), (8, 27), (8, 26)] -> Car-2",5
34,796,"(9, 26)","[(9, 26), (8, 26)] -> Car-2",1.0630776104189223
34,823,"(10, 5)","[(10, 5), (9, 5), (8, 5)] -> Car-0",5
34,826,"(10, 6)","[(10, 6), (9, 6), (8, 6)] -> Car-0",5
34,853,"(10, 15)","[(10, 15), (9, 15), (8, 15)] -> Car-1",5
34,856,"(10, 16)","[(10, 16), (9, 16), (8, 16)] -> Car-1",5
34,883,"(10, 25)","[(10, 25), (9, 25), (8, 25)] -> Car-2",5
34,886,"(10, 26)","[(10, 26), (9, 26), (8, 26)] -> Car-2",5
34,913,"(11, 5)","[(11, 5), (10, 5), (9, 5), (8, 5)] -> Car-0",5
34,916,"(11, 6)","[(11, 6), (10, 6), (9, 6), (8, 6)] -> Car-0",5
34,943,"(11, 15)","[(11, 15), (10, 15), (9, 15), (8, 15)] -> Car-1",5
34,946,"(11, 16)","[(11, 16), (10, 16), (9, 16), (8, 16)] -> Car-1",5
34,973,"(11, 25)","[(11, 25), (10, 25), (9, 25), (8, 25)] -> Car-2",5
34,976,"(11, 26)","[(11, 26), (10, 26), (9, 26), (8, 26)] -> Car-2",3.9369223895810777
35,271,"(4, 1)","[(4, 1), (5, 1), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",2.5335220185264298
35,274,"(4, 2)","[(4, 2), (5, 2), (6, 2), (6, 3), (6, 4), (6, 5)] -> Car-0",2.5335220185264298
35,277,"(4, 3)","[(4, 3), (5, 3), (6, 3), (6, 4), (6, 5)] -> Car-0",4.9329559629471404
35,280,"(4, 4)","[(4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (8, 5)] -> Car-0",5
35,289,"(4, 7)","[(4, 7), (5, 7), (6, 7), (6, 6)] -> Car-0",2.1479644073486286
35,292,"(4, 8)","[(4, 8), (5, 8), (6, 8), (6, 7), (6, 6)] -> Car-0",2.5335220185264298
35,295,"(4, 9)","[(4, 9), (5, 9), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",2.5335220185264298
35,298,"(4, 10)","[(4, 10), (5, 10), (6, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6)] -> Car-0",4.637919689327475
35,301,"(4, 11)","[(4, 11), (5, 11), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",5
35,304,"(4, 12)","[(4, 12), (5, 12), (6, 12), (6, 13), (6, 14), (6, 15)] -> Car-1",4.920343371854781
35,307,"(4, 13)","[(4, 13), (5, 13), (6, 13), (7, 13), (7, 14), (7, 15)] -> Car-1",5
35,310,"(4, 14)","[(4, 14), (5, 14), (6, 14), (7, 14), (7, 15)] -> Car-1",5
35,319,"(4, 17)","[(4, 17), (5, 17), (6, 17), (6, 16)] -> Car-1",3.634976951556368
35,322,"(4, 18)","[(4, 18), (5, 18), (6, 18), (6, 17), (6, 16)] -> Car-1",3.634976951556368
35,325,"(4, 19)","[(4, 19), (5, 19), (6, 19), (7, 19), (7, 18), (7, 17), (7, 16)] -> Car-1",4.317488475778184
35,328,"(4, 20)","[(4, 20), (5, 20), (6, 20), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16)] -> Car-1",4.095069145330896
35,331,"(4, 21)","[(4, 21), (5, 21), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",4.317488475778184
35,334,"(4, 22)","[(4, 22), (5, 22), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",5
35,337,"(4, 23)","[(4, 23), (5, 23), (6, 23), (7, 23), (7, 24), (7, 25)] -> Car-2",5
35,340,"(4, 24)","[(4, 24), (5, 24), (6, 24), (7, 24), (7, 25)] -> Car-2",5
35,349,"(4, 27)","[(4, 27), (5, 27), (6, 27), (6, 26)] -> Car-2",5
35,352,"(4, 28)","[(4, 28), (5, 28), (6, 28), (6, 27), (6, 26)] -> Car-2",5
35,355,"(4, 29)","[(4, 29), (5, 29), (6, 29), (7, 29), (7, 28), (7, 27), (7, 26)] -> Car-2",5
35,358,"(4, 30)","[(4, 30), (5, 30), (6, 30), (7, 30), (7, 29), (7, 28), (7, 27), (7, 26)] -> Car-2",5
35,361,"(5, 1)","[(5, 1), (6, 1), (7, 1), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5)] -> Car-0",5
35,364,"(5, 2)","[(5, 2), (6, 2), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6)] -> Car-0",5
35,367,"(5, 3)","[(5, 3), (6, 3), (7, 3), (7, 4), (7, 5), (7, 6)] -> Car-0",5
35,373,"(5, 5)","[(5, 5), (6, 5)] -> Car-0",5
35,376,"(5, 6)","[(5, 6), (6, 6)] -> Car-0",5
35,379,"(5, 7)","[(5, 7), (6, 7), (7, 7), (7, 6)] -> Car-0",5
35,382,"(5, 8)","[(5, 8), (6, 8), (7, 8), (8, 8), (8, 7), (8, 6)] -> Car-0",5
35,385,"(5, 9)","[(5, 9), (6, 9), (7, 9), (8, 9), (8, 8), (8, 7), (8, 6)] -> Car-0",5
35,388,"(5, 10)","[(5, 10), (6, 10), (6, 9), (6, 8), (6, 7), (6, 6)] -> Car-0",2.784991555598512
35,391,"(5, 11)","[(5, 11), (6, 11), (7, 11), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6)] -> Car-0",0.3620803106725248
35,394,"(5, 12)","[(5, 12), (6, 12), (7, 12), (8, 12), (8, 13), (8, 14), (8, 15)] -> Car-1",5
35,397,"(5, 13)","[(5, 13), (6, 13), (7, 13), (8, 13), (8, 14), (8, 15)] -> Car-1",5
35,400,"(5, 14)","[(5, 14), (6, 14), (6, 15)] -> Car-1",0.07965662814521934
35,403,"(5, 15)","[(5, 15), (6, 15)] -> Car-1",5
35,406,"(5, 16)","[(5, 16), (6, 16)] -> Car-1",5
35,409,"(5, 17)","[(5, 17), (6, 17), (7, 17), (8, 17), (8, 16)] -> Car-1",5
35,412,"(5, 18)","[(5, 18), (6, 18), (7, 18), (8, 18), (8, 17), (8, 16)] -> Car-1",5
35,415,"(5, 19)","[(5, 19), (6, 19), (6, 18), (6, 17), (6, 16)] -> Car-1",2.730046096887264
35,418,"(5, 20)","[(5, 20), (6, 20), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16)] -> Car-1",1.5874423788909198
35,421,"(5, 21)","[(5, 21), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25)] -> Car-2",0.682511524221816
35,424,"(5, 22)","[(5, 22), (6, 22), (7, 22), (8, 22), (8, 23), (8, 24), (8, 25)] -> Car-2",5
35,427,"(5, 23)","[(5, 23), (6, 23), (7, 23), (8, 23), (8, 24), (8, 25)] -> Car-2",5
35,433,"(5, 25)","[(5, 25), (6, 25)] -> Car-2",5
35,436,"(5, 26)","[(5, 26), (6, 26)] -> Car-2",5
35,439,"(5, 27)","[(5, 27), (6, 27), (7, 27), (8, 27), (8, 26)] -> Car-2",5
35,442,"(5, 28)","[(5, 28), (6, 28), (7, 28), (8, 28), (8, 27), (8, 26)] -> Car-2",5
35,823,"(10, 5)","[(10, 5), (9, 5), (8, 5)] -> Car-0",5
35,826,"(10, 6)","[(10, 6), (9, 6), (8, 6)] -> Car-0",5
35,853,"(10, 15)","[(10, 15), (9, 15), (8, 15)] -> Car-1",5
35,856,"(10, 16)","[(10, 16), (9, 16), (8, 16)] -> Car-1",5
35,883,"(10, 25)","[(10, 25), (9, 25), (8, 25)] -> Car-2",3.936922389581092
35,886,"(10, 26)","[(10, 26), (9, 26), (8, 26)] -> Car-2",5
35,913,"(11, 5)","[(11, 5), (10, 5), (9, 5), (8, 5)] -> Car-0",5
35,916,"(11, 6)","[(11, 6), (10, 6), (9, 6), (8, 6)] -> Car-0",5
35,943,"(11, 15)","[(11, 15), (10, 15), (9, 15), (8, 15)] -> Car-1",5
35,946,"(11, 16)","[(11, 16), (10, 16), (9, 16), (8, 16)] -> Car-1",5
35,973,"(11, 25)","[(11, 25), (10, 25), (9, 25), (8, 25)] -> Car-2",5
35,976,"(11, 26)","[(11, 26), (10, 26), (9, 26), (8, 26)] -> Car-2",5
35,1063,"(12, 25)","[(12, 25), (11, 25), (10, 25), (9, 25), (8, 25)] -> Car-2",1.0630776104189081
36,280,"(4, 4)","[(4, 4), (5, 4), (6, 4), (7, 4), (7, 5)] -> Car-0",0.1575653746109964
36,361,"(5, 1)","[(5, 1), (6, 1), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5)] -> Car-0",0.1575653746109964
36,364,"(5, 2)","[(5, 2), (6, 2), (7, 2), (7, 3), (7, 4), (7, 5)] -> Car-0",4.684869250778007
36,367,"(5, 3)","[(5, 3), (6, 3), (7, 3), (7, 4), (7, 5)] -> Car-0",5
36,370,"(5, 4)","[(5, 4), (6, 4), (7, 4), (8, 4), (8, 5)] -> Car-0",5
36,379,"(5, 7)","[(5, 7), (6, 7), (7, 7), (7, 6)] -> Car-0",0.1575653746109964
36,382,"(5, 8)","[(5, 8), (6, 8), (7, 8), (7, 7), (7, 6)] -> Car-0",3.3842938690272515
36,385,"(5, 9)","[(5, 9), (6, 9), (7, 9), (7, 8), (7, 7), (7, 6)] -> Car-0",4.684869250778007
36,388,"(5, 10)","[(5, 10), (6, 10), (7, 10), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6)] -> Car-0",5
36,391,"(5, 11)","[(5, 11), (6, 11), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15)] -> Car-1",5
36,397,"(5, 13)","[(5, 13), (6, 13), (7, 13), (7, 14), (7, 15)] -> Car-1",5
36,400,"(5, 14)","[(5, 14), (6, 14), (7, 14), (8, 14), (8, 15)] -> Car-1",5
36,415,"(5, 19)","[(5, 19), (6, 19), (7, 19), (7, 18), (7, 17), (7, 16), (7, 15)] -> Car-1",5
36,418,"(5, 20)","[(5, 20), (6, 20), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (7, 15)] -> Car-1",5
36,421,"(5, 21)","[(5, 21), (6, 21), (7, 21), (7, 22), (7, 23), (7, 24), (7, 25)] -> Car-2",5
36,427,"(5, 23)","[(5, 23), (6, 23), (7, 23), (7, 24), (7, 25)] -> Car-2",5
36,430,"(5, 24)","[(5, 24), (6, 24), (7, 24), (8, 24), (8, 25)] -> Car-2",5
36,445,"(5, 29)","[(5, 29), (6, 29), (7, 29), (7, 28), (7, 27), (7, 26)] -> Car-2",5
36,448,"(5, 30)","[(5, 30), (6, 30), (7, 30), (7, 29), (7, 28), (7, 27), (7, 26)] -> Car-2",5
36,451,"(6, 1)","[(6, 1), (7, 1), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5)] -> Car-0",5
36,454,"(6, 2)","[(6, 2), (7, 2), (8, 2), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6)] -> Car-0",5
36,457,"(6, 3)","[(6, 3), (7, 3), (8, 3), (9, 3), (9, 4), (9, 5), (9, 6)] -> Car-0",5
36,469,"(6, 7)","[(6, 7), (7, 7), (8, 7), (8, 6)] -> Car-0",5
36,472,"(6, 8)","[(6, 8), (7, 8), (8, 8), (9, 8), (9, 7), (9, 6)] -> Car-0",5
36,475,"(6, 9)","[(6, 9), (7, 9), (8, 9), (9, 9), (9, 8), (9, 7), (9, 6)] -> Car-0",5
36,478,"(6, 10)","[(6, 10), (7, 10), (7, 9), (7, 8), (7, 7), (7, 6)] -> Car-0",1.773271505583745
36,481,"(6, 11)","[(6, 11), (7, 11), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15)] -> Car-1",5
36,484,"(6, 12)","[(6, 12), (7, 12), (8, 12), (9, 12), (9, 13), (9, 14), (9, 15)] -> Car-1",5
36,487,"(6, 13)","[(6, 13), (7, 13), (8, 13), (9, 13), (9, 14), (9, 15)] -> Car-1",5
36,499,"(6, 17)","[(6, 17), (7, 17), (8, 17), (8, 16)] -> Car-1",5
36,502,"(6, 18)","[(6, 18), (7, 18), (8, 18), (8, 17), (8, 16)] -> Car-1",5
36,505,"(6, 19)","[(6, 19), (7, 19), (8, 19), (9, 19), (9, 18), (9, 17), (9, 16)] -> Car-1",5
36,508,"(6, 20)","[(6, 20), (7, 20), (8, 20), (9, 20), (9, 19), (9, 18), (9, 17), (9, 16)] -> Car-1",5
36,511,"(6, 21)","[(6, 21), (7, 21), (8, 21), (8, 22), (8, 23), (8, 24), (8, 25)] -> Car-2",5
36,514,"(6, 22)","[(6, 22), (7, 22), (8, 22), (9, 22), (9, 23), (9, 24), (9, 25)] -> Car-2",5
