factor,S_PLR,S_Delay
B_sensor,65.06731694753417,0.9837429913420914
cong_th,6.140025627187468,0.0
B_receive,5.440585583208844,0.16073081673138293
cong_loss_max,0.9999999993652131,0.0
Bpeak_rng,0.0025908176235821473,0.00038400557503940323
